v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v6_5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31_1,v31_2,v31_3,v32_1,v32_2,v32_3,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,wei,wei2,area1,area2,area3,area4,area5,area6,area7
18,200,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,98,99,999,99,99,3,2,.6428,.2538012382,2,1,2,3,3,9,2
14,920,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,98,99,999,99,99,3,2,.5364,.4621012383,4,3,2,3,2,1,5
13,614,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,98,99,999,99,99,3,2,.5815,.3083012384,5,3,4,3,3,9,6
7,260,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,98,99,999,99,99,3,2,.4613,.2230012385,3,1,1,3,3,9,2
7,998,30,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,98,99,4,3,98,99,999,99,99,3,2,.4613,.2230012386,6,1,8,8,8,10,9
16,973,50,7,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,98,99,999,99,99,3,2,.5966,.2013012387,5,4,2,2,1,2,2
12,633,37,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,98,98,99,999,99,99,3,2,.5148,.3673012388,4,2,3,3,3,9,5
15,880,45,8,1,1,4,99,99,99,1,98,2,2,2,2,2,2,2,2,1,1,1,2,1,98,2,2,2,1,2,2,2,2,1,99,99,3,99,99,98,6,98,99,4,98,98,99,999,99,99,3,1,.4996,.0585012389,3,3,2,3,3,9,5
6,802,40,8,1,1,2,3,99,99,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,97,2,1,2,2,2,2,97,99,99,1,99,99,3,9,98,99,4,98,98,99,999,99,99,3,2,.7316,1.295701239,1,0,1,3,3,9,1
13,608,90,3,1,1,2,99,99,99,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,99,99,99,3,7,5,99,4,7,98,99,999,99,99,3,2,1.3375,.7091012391,5,3,3,3,3,9,3
7,261,47,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,98,99,999,99,99,3,2,.4613,.2230012392,4,1,3,3,3,9,5
3,330,998,6,1,1,2,3,99,99,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,97,99,99,2,99,99,1,6,98,99,4,98,98,99,999,99,99,3,2,1.0674,1.5707012393,1,0,1,3,3,9,2
7,268,89,3,1,1,2,3,4,5,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,3,99,99,99,2,10,10,99,4,7,98,99,999,99,99,98,1,1.3251,.6407012394,5,1,2,3,3,9,3
6,998,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,1,98,99,999,99,99,98,2,.7316,1.2957012395,1,0,8,8,8,10,9
11,557,33,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,1,1,98,99,999,99,99,98,2,.5432,.2799012396,4,2,3,3,3,9,5
6,998,40,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,3,99,4,5,98,99,999,99,99,98,2,.7316,1.2957012397,1,0,8,8,8,10,9
6,802,76,4,1,2,3,99,99,99,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,99,99,99,3,10,10,99,2,7,98,99,999,99,99,98,1,.8985,1.5912012509,1,0,1,3,3,9,1
14,912,998,5,1,1,4,99,99,99,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,99,99,2,99,99,2,5,7,99,4,5,98,99,999,99,99,2,1,2.6827,2.3109012537,5,3,2,3,1,3,5
3,330,84,3,1,1,4,99,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,99,2,99,99,2,5,5,99,4,7,98,99,999,99,99,1,2,1.2272,1.8058012646,1,0,1,3,3,9,2
4,407,80,4,1,1,99,99,99,99,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,3,99,99,3,4,5,99,4,6,98,99,999,99,99,3,1,.8117,1.4746012648,1,0,1,3,3,9,2
4,407,80,4,1,1,3,99,99,99,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,99,99,98,99,99,3,7,7,99,4,5,98,99,999,99,99,98,2,.799,1.4515012869,1,0,1,3,3,9,2
14,912,60,6,1,1,4,99,99,99,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,97,99,99,2,99,99,1,3,6,99,2,6,98,99,999,99,99,4,1,2.3473,2.0220013048,5,3,2,3,1,3,5
2,114,79,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,99,99,99,99,3,5,5,99,4,8,98,99,999,99,99,3,2,.8166,1.3130013109,1,0,1,3,3,9,2
6,813,59,6,1,1,99,99,99,99,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,99,6,99,99,1,7,2,99,1,4,96,99,999,99,99,3,1,.6754,1.1961013207,1,0,1,3,3,9,2
1,239,70,5,1,1,2,3,4,99,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,3,99,99,99,99,3,2,6,99,4,6,98,99,999,99,99,3,1,.4201,1.1006013299,1,0,2,3,3,9,3
13,625,77,4,1,1,2,3,99,99,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,3,99,99,99,3,0,0,99,4,7,98,99,999,99,99,3,1,4.5987,2.438201344,4,3,4,3,3,9,5
1,251,998,6,1,1,5,99,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,99,2,99,99,1,8,9,99,4,8,98,99,999,99,99,4,1,.3966,1.0390013564,1,0,1,3,3,9,2
4,406,64,5,1,1,2,3,99,99,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,3,99,99,99,98,8,6,99,4,6,98,99,999,99,99,3,2,.6292,1.1431013856,1,0,1,3,3,9,2
2,104,81,4,1,1,2,3,4,99,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,97,1,1,2,2,1,2,1,2,3,99,99,99,2,10,9,99,4,7,96,99,999,99,99,4,2,.8166,1.3130014189,1,0,1,3,3,9,1
2,110,72,5,1,1,99,99,99,99,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,3,99,99,99,99,3,10,10,99,4,7,98,99,999,99,99,3,2,.8397,1.3502014249,1,0,1,3,3,9,1
2,116,77,4,1,1,2,3,4,99,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,3,99,99,99,99,3,6,8,99,4,8,96,99,999,99,99,1,1,.7889,1.2685014365,1,0,1,3,2,1,2
2,112,998,3,1,2,3,99,99,99,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,99,99,2,99,99,2,4,10,99,4,7,98,99,999,99,99,98,1,.8586,1.3805014372,1,0,1,3,3,9,2
6,804,92,3,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,97,99,99,2,99,99,3,10,8,99,4,5,98,99,999,99,99,98,1,1.4185,2.5122014415,1,0,1,3,3,9,2
3,333,79,4,1,1,5,99,99,99,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,99,99,2,99,99,3,2,3,99,2,5,98,99,999,99,99,2,1,1.0172,1.4968014417,1,0,2,3,3,9,3
7,261,85,3,1,1,99,99,99,99,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,97,99,99,2,99,99,3,10,10,99,4,5,98,99,999,99,99,3,1,4.9639,2.4000014432,4,1,3,3,3,9,5
4,420,60,6,1,1,99,99,99,99,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,99,99,6,99,99,3,5,3,99,4,5,98,99,999,99,99,3,1,.6095,1.1073014436,1,0,2,3,1,1,3
2,106,92,3,1,1,99,99,99,99,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,3,10,8,99,4,5,98,99,999,99,99,98,1,.8586,1.3805014457,1,0,1,3,2,1,1
2,110,83,4,1,1,2,3,99,99,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,97,99,99,2,99,99,3,10,10,99,4,7,98,99,999,99,99,3,2,.8166,1.3130014459,1,0,1,3,3,9,1
6,830,94,2,1,1,5,99,99,99,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,97,99,99,3,99,99,3,5,5,2,4,7,98,99,999,99,99,2,1,1.3406,2.3742014471,1,0,1,3,3,9,2
21,890,77,4,1,1,2,3,99,99,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,99,99,1,99,99,3,5,8,99,1,5,98,99,999,99,99,3,1,13.1823,2.0933014477,4,5,3,3,3,9,8
3,327,66,5,1,1,2,3,99,99,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,3,99,99,99,1,7,9,99,4,8,98,99,999,99,99,4,1,.824,1.2125014609,1,0,3,3,1,4,4
6,825,74,4,1,1,2,3,99,99,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,97,1,1,1,2,1,2,1,2,3,99,99,99,2,7,8,99,4,8,96,99,999,99,99,3,2,.9649,1.7088014629,1,0,2,3,3,9,3
3,330,80,4,1,1,2,3,99,99,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,99,99,99,2,5,5,99,4,7,98,99,999,99,99,3,1,1.0172,1.4968014686,1,0,1,3,3,9,2
6,814,80,4,1,1,4,99,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,99,99,6,99,99,2,4,10,99,4,8,98,99,999,99,99,4,1,.8985,1.5912014703,1,0,2,3,3,9,3
8,313,998,6,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,98,99,4,98,98,99,999,99,99,2,1,1.6261,.9952014858,5,1,4,1,2,1,7
5,998,998,6,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,0,99,1,3,96,99,999,99,99,4,1,1.0989,1.3190014895,1,0,8,8,8,10,9
4,407,998,6,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,5,99,4,4,98,99,999,99,99,3,2,.5998,1.0897014921,1,0,1,3,3,9,2
1,235,44,8,1,1,2,3,99,99,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,8,5,99,4,5,98,99,999,99,99,1,1,.3121,.8176015043,1,0,1,3,3,9,1
7,264,30,8,1,1,99,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,99,4,1,1,7,0,4,2,3,2,.4613,.2230000103,5,1,3,3,3,9,5
10,526,998,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,2,3,1,7,0,2,2,3,2,.5744,.7567000147,4,2,3,3,3,9,5
14,911,36,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,5,99,4,5,1,7,0,3,2,1,2,.5364,.4621000174,5,3,3,3,1,4,5
13,604,47,8,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,3,99,4,3,1,7,0,2,2,3,2,.5815,.3083000177,5,3,4,3,3,9,5
6,840,45,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,4,1,7,0,98,2,3,1,.6814,1.2068000188,1,0,3,3,3,9,3
11,558,41,8,1,1,2,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,99,99,6,99,99,3,2,0,99,4,3,1,7,0,3,2,3,1,.5535,.2852000272,5,2,4,3,3,9,5
5,727,34,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,3,1,7,0,4,2,3,2,.5753,.690500031,1,0,4,3,3,9,5
9,364,51,7,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,98,99,4,5,1,7,0,4,2,1,1,.806,.4587000324,5,2,3,3,1,4,6
21,892,90,3,1,1,2,3,99,99,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,99,99,2,99,99,3,8,7,99,4,5,1,10,0,2,2,1,1,2.7293,.4334000333,5,5,2,3,3,9,8
13,613,48,8,1,2,3,99,99,99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,97,99,99,2,99,99,2,5,3,99,4,3,1,7,0,3,2,3,1,.5704,.3024000335,3,3,3,3,3,9,5
11,545,50,7,1,1,2,3,4,99,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,1,10,8,99,4,5,1,10,0,2,2,3,2,.7265,.3744000344,4,2,2,3,2,1,5
17,950,51,7,1,96,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,2,5,0,99,4,4,1,7,0,4,2,3,2,1.0544,.2391000407,3,4,2,2,2,1,5
13,614,64,5,1,1,2,3,4,99,1,4,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,3,99,99,99,99,2,8,5,99,4,4,1,7,0,4,2,3,1,1.1048,.585800053,5,3,4,3,3,9,6
10,510,45,8,1,1,2,4,5,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,3,98,3,99,4,3,1,7,0,98,2,3,1,.6185,.8148000542,4,2,2,3,3,9,3
12,630,41,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,99,99,6,99,99,3,98,98,99,4,1,1,7,0,4,2,3,2,.5148,.3673000587,4,2,2,3,3,9,5
5,722,45,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,1,99,4,5,1,7,0,2,2,3,1,.6002,.720400062,1,0,3,3,3,9,3
17,955,94,2,1,1,99,99,99,99,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,3,99,99,99,99,3,8,10,2,4,5,1,7,0,2,2,3,1,.7854,.1781000652,5,4,4,2,1,2,5
12,649,998,7,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,6,2,99,4,1,1,7,0,98,2,3,2,.6365,.4541000659,5,2,4,3,2,1,5
12,648,43,8,2,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,8,99,4,3,1,7,0,98,98,3,1,.6704,.4783000664,4,2,3,3,3,9,5
5,722,38,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,4,1,1,7,0,4,2,3,2,.5753,.6905000719,1,0,3,3,3,9,3
12,640,37,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,0,99,4,3,1,7,0,4,2,3,2,.5148,.3673000731,3,2,2,3,3,9,3
13,608,26,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,1,1,7,0,2,2,3,1,.5704,.302400074,5,3,3,3,3,9,3
14,927,43,8,1,1,2,3,99,99,1,98,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,97,99,99,6,99,99,98,10,0,99,4,3,1,7,0,4,2,3,2,.5364,.4621000766,5,3,3,3,3,9,5
14,913,56,6,1,1,99,99,99,99,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,5,3,99,4,5,1,7,0,4,2,3,1,.9555,.8231000767,5,3,2,3,3,9,5
12,653,65,5,1,1,2,3,99,99,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,99,2,99,99,2,5,5,99,4,6,1,7,0,2,2,3,1,1.3251,.9455000774,5,2,4,3,3,9,5
12,640,40,8,1,1,4,99,99,99,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,99,99,3,99,99,3,8,5,99,1,5,1,7,0,98,1,3,1,.6704,.4783000776,3,2,2,3,3,9,3
14,906,45,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,0,99,4,4,1,7,0,3,2,3,1,.6873,.5920000893,5,3,4,3,1,2,5
10,524,73,5,1,1,3,99,99,99,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,1,99,99,2,4,5,99,2,5,1,7,0,2,2,3,1,1.0655,1.4037001126,5,2,3,3,3,9,5
9,369,71,5,1,2,3,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,99,99,2,99,99,3,8,5,99,4,5,1,7,0,3,2,1,1,.8726,.4966001155,4,2,3,3,1,4,5
13,606,49,7,1,1,2,4,99,99,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,99,99,3,99,99,2,5,0,99,4,4,1,7,0,4,2,1,2,.7222,.3829001264,5,3,3,3,3,9,5
11,544,61,6,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,1,7,0,3,2,1,2,.7602,.3917001348,5,2,4,3,1,3,5
14,925,59,6,1,96,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,3,10,10,99,4,5,1,7,0,4,2,1,1,.9555,.8231001355,5,3,4,3,1,3,5
5,711,39,8,1,1,99,99,99,99,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,99,99,7,99,99,3,98,98,99,4,5,1,7,0,3,2,3,1,.6002,.7204001382,1,0,2,3,3,9,3
12,646,37,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,3,1,7,0,98,98,98,2,.5148,.3673001405,5,2,3,3,3,9,5
13,611,55,6,1,1,2,3,99,99,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,6,1,99,4,4,1,7,0,1,2,3,1,.7878,.4177001487,5,3,4,3,3,9,6
6,821,38,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,6,0,99,2,5,1,7,0,4,2,3,1,.6814,1.2068001515,1,0,2,3,3,9,3
10,504,55,6,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,8,99,4,3,1,7,0,1,2,3,1,1.0046,1.3235001548,5,2,2,3,3,9,4
13,612,998,6,1,1,2,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,97,99,99,2,99,99,98,9,98,99,4,5,1,7,0,3,2,3,1,.7878,.417700165,3,3,2,3,3,9,5
17,950,65,5,1,1,2,3,5,99,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,99,99,2,99,99,2,6,3,99,2,5,1,7,0,2,2,3,1,.8305,.1884001714,3,4,2,2,2,1,5
10,515,38,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,0,99,2,3,1,7,0,4,2,3,1,.6185,.8148001739,5,2,2,3,3,9,3
14,920,50,7,1,98,99,99,99,99,1,4,2,2,2,2,2,2,98,2,98,1,2,2,2,98,2,2,2,1,2,2,2,2,2,99,99,6,99,99,3,98,98,99,2,1,1,7,0,3,2,3,2,.6667,.5743001757,4,3,2,3,2,1,5
12,632,29,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,0,99,4,1,1,10,0,4,2,98,2,.5148,.3673001774,4,2,2,3,3,9,5
14,920,61,6,1,1,99,99,99,99,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,99,99,99,3,10,8,99,2,5,1,7,0,3,1,3,1,.9555,.823100188,4,3,2,3,2,1,5
12,637,998,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,5,99,4,3,1,7,0,98,2,1,1,.6704,.4783001889,5,2,4,3,1,2,5
12,648,29,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,4,5,1,7,0,3,2,3,1,.6704,.4783001896,4,2,3,3,3,9,5
13,606,39,8,1,1,2,3,4,99,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,98,2,2,2,1,1,2,2,2,1,99,99,6,99,99,3,6,8,99,4,4,1,7,0,4,2,3,2,.5815,.3083001926,5,3,3,3,3,9,5
17,956,30,8,2,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,98,99,2,3,1,7,0,2,2,1,1,.2944,.0668001968,4,4,3,2,1,2,5
15,883,49,7,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,0,99,4,1,1,7,0,98,2,3,1,.7834,.0917001984,5,3,4,3,3,9,5
11,541,36,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,6,5,99,4,3,1,7,0,4,2,3,1,.5535,.2852002091,5,2,4,3,2,1,6
12,631,33,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,2,3,1,7,0,98,2,3,1,.6704,.4783002107,5,2,3,3,3,9,6
13,612,34,8,1,1,2,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,5,3,99,98,4,1,7,0,3,2,3,1,.5704,.3024002122,3,3,2,3,3,9,5
14,905,75,4,1,1,99,99,99,99,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,99,99,6,99,99,3,0,0,99,2,4,1,10,0,2,2,3,1,1.1194,.9643002134,5,3,3,3,3,9,5
9,357,47,8,1,1,2,3,99,99,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,1,99,99,3,6,98,99,4,4,1,7,0,98,2,3,1,.557,.3170002164,4,2,3,3,1,2,6
16,983,62,6,1,1,99,99,99,99,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,99,99,2,99,99,1,7,2,99,2,5,1,7,0,3,2,1,1,.7902,.2666002221,5,4,4,2,1,3,5
16,973,998,8,2,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,2,3,1,7,0,98,2,3,2,.5011,.1691002282,5,4,2,2,1,2,2
8,308,35,8,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,9,99,4,3,1,7,0,3,2,1,1,.4386,.268400236,5,1,2,3,1,4,4
17,954,42,8,2,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,98,99,4,1,1,7,0,4,2,1,1,.2944,.0668002371,5,4,3,2,3,9,5
