v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v6_4,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_6,v9,v10,v11,v12_1,v12_2,v13_1,v13_2,v13_3,v14_1,v14_2,v14_3,v14_4,v14_5,v15,v16,v17,v18_1,v18_2,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,wei
6,807,91,3,1,2,3,4,99,1,4,1,2,3,99,99,7,9,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,6,8,7,7,7,6,7,9,4,7,2,1.270514
3,326,67,5,1,97,99,99,99,1,4,99,99,99,99,99,98,98,98,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,8,98,8,9,8,98,10,10,98,2,1,5,1,1.121909
6,827,64,5,1,4,99,99,99,1,4,1,99,99,99,99,6,9,8,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,5,3,8,6,6,7,6,7,8,4,7,2,1.062546
5,722,998,7,1,97,99,99,99,1,4,99,99,99,99,99,3,2,2,2,99,98,99,99,3,99,99,99,99,2,2,2,99,99,999,2,5,7,6,5,6,7,5,9,7,6,5,4,4,1,.823005
10,510,69,5,1,97,99,99,99,1,1,2,4,99,99,99,8,7,7,97,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,7,6,7,8,5,7,8,7,7,8,4,7,2,1.132466
7,262,51,7,1,97,99,99,99,1,4,99,99,99,99,99,3,6,8,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,8,5,8,9,8,7,9,8,6,8,4,5,1,.815236
6,806,49,7,1,98,99,99,99,1,4,99,99,99,99,99,10,98,5,1,2,98,99,99,3,99,99,99,99,1,2,2,99,99,999,2,10,98,5,98,10,10,98,10,98,98,10,4,4,2,.790436
1,237,71,5,1,4,99,99,99,1,4,2,99,99,99,99,8,7,7,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,6,5,8,5,8,4,5,5,5,8,7,4,8,1,.926989
20,600,50,7,1,97,99,99,99,1,1,4,99,99,99,99,7,8,7,1,2,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,3,5,4,5,7,6,8,7,5,5,7,4,5,2,.549699
2,116,58,6,1,97,99,99,99,1,1,4,99,99,99,99,3,10,9,1,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,8,6,0,7,5,7,8,7,98,7,4,7,2,.990933
3,324,998,7,1,97,99,99,99,1,3,4,99,99,99,99,7,8,6,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,98,6,8,7,7,7,7,8,8,4,6,2,.819918
1,220,998,10,2,99,99,99,99,1,4,99,99,99,99,99,6,5,6,1,2,2,99,99,3,99,99,99,99,1,98,2,99,99,999,2,7,7,7,7,7,7,7,7,8,7,7,4,8,1,.797308
1,232,39,9,2,99,99,99,99,1,4,99,99,99,99,99,8,98,5,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,98,98,98,98,3,98,98,98,98,98,3,4,3,1,.751193
8,306,41,9,1,4,99,99,99,1,4,99,99,99,99,99,0,0,0,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,10,8,8,10,8,10,8,10,8,10,4,3,2,.688942
1,235,68,5,1,2,4,99,99,1,4,2,99,99,99,99,7,9,9,1,2,1,2,3,3,99,99,99,99,1,1,1,2,99,998,2,7,8,8,7,9,7,8,6,7,8,8,4,7,1,1.003383
1,231,88,3,1,2,4,99,99,1,1,2,3,4,99,99,10,10,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,8,8,8,8,10,7,8,7,8,8,10,4,7,2,1.178582
3,326,71,5,1,97,99,99,99,1,4,99,99,99,99,99,10,8,8,1,2,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,0,8,5,98,6,8,10,10,8,98,7,4,8,1,1.121909
18,200,39,9,1,97,99,99,99,1,2,4,99,99,99,99,8,8,8,97,99,3,99,99,3,99,99,99,99,2,98,2,99,99,999,2,98,98,98,98,9,98,98,98,98,98,7,4,7,1,.789639
2,111,50,7,1,4,99,99,99,1,4,1,99,99,99,99,8,8,6,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,9,9,98,9,9,8,9,8,8,9,4,6,1,.779778
1,235,54,6,1,97,99,99,99,1,4,1,3,99,99,99,8,9,9,1,2,1,2,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,98,9,9,9,9,8,8,8,4,7,2,.948702
3,330,85,3,1,97,99,99,99,1,4,99,99,99,99,99,8,8,7,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,7,7,6,7,6,6,6,6,6,6,4,5,1,1.341529
6,825,47,8,1,97,99,99,99,1,4,99,99,99,99,99,4,5,7,1,2,97,99,99,3,5,99,99,99,1,1,2,99,99,999,2,5,8,7,9,10,8,98,7,8,8,9,4,5,2,.733364
6,801,54,6,1,1,2,4,99,1,4,3,1,99,99,99,9,8,8,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,8,7,7,9,8,8,7,8,7,4,5,2,.944917
4,411,96,2,1,1,2,4,99,1,1,4,99,99,99,99,8,9,8,2,99,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,9,8,10,8,9,8,10,8,10,4,5,1,1.331669
1,235,73,5,1,4,99,99,99,1,4,1,99,99,99,99,6,8,8,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,7,7,8,8,8,8,8,8,8,8,9,4,5,1,1.003383
4,406,79,4,1,1,4,99,99,1,4,99,99,99,99,99,5,10,8,2,99,3,99,99,3,99,99,99,99,1,98,2,99,99,999,2,10,5,8,8,5,8,8,8,8,8,8,4,5,2,.990833
16,973,52,7,1,97,99,99,99,1,4,99,99,99,99,99,5,98,5,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,0,3,5,0,3,0,5,98,0,6,3,4,5,1,.899798
6,830,79,4,1,4,99,99,99,1,4,1,99,99,99,99,5,8,7,1,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,5,5,5,5,5,5,5,5,5,5,2,7,1,1.061451
1,236,998,9,1,4,99,99,99,1,4,99,99,99,99,99,8,8,7,2,99,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,6,7,7,7,8,7,8,7,7,8,8,4,6,2,.737846
3,330,73,5,1,1,2,3,4,1,4,1,2,3,96,99,10,10,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,5,7,7,5,8,6,7,7,6,7,8,4,7,1,1.03665
2,104,72,5,1,97,99,99,99,1,4,99,99,99,99,99,3,1,3,97,99,97,99,99,3,99,99,99,99,2,2,2,99,99,999,2,5,2,2,1,1,2,1,10,2,2,1,4,98,1,.968423
1,241,48,8,1,4,99,99,99,1,4,1,99,99,99,99,9,6,9,1,2,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,3,6,7,7,8,8,7,8,6,5,9,4,7,1,.692528
1,251,61,6,1,97,99,99,99,1,4,1,99,99,99,99,10,10,9,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,6,5,5,5,3,3,2,3,3,5,4,6,1,.965734
5,722,70,5,1,97,99,99,99,1,3,1,2,4,99,99,5,5,7,1,2,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,7,7,8,10,9,9,9,9,10,10,4,6,2,1.086749
6,842,84,3,1,1,99,99,99,1,4,3,99,99,99,99,7,8,8,2,99,2,99,99,3,99,99,99,99,1,1,1,2,99,1,2,7,8,7,8,9,8,10,10,9,10,9,2,5,2,1.374995
3,320,45,8,1,97,99,99,99,1,1,4,99,99,99,99,6,8,7,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,2,5,5,5,6,5,6,5,5,5,7,4,7,1,.7744
5,745,48,8,1,2,4,99,99,1,4,99,99,99,99,99,8,6,5,97,99,97,99,99,3,5,99,99,99,1,98,2,99,99,999,2,2,2,5,4,6,5,6,6,6,6,5,1,6,2,.749998
4,412,77,4,1,97,99,99,99,1,4,1,99,99,99,99,7,9,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,3,7,8,8,8,8,8,8,7,7,7,2,8,1,1.09153
11,552,75,4,1,97,99,99,99,1,4,99,99,99,99,99,6,6,7,2,99,2,99,99,3,99,99,99,99,1,1,2,99,99,999,2,7,9,7,8,9,9,8,7,7,7,7,4,6,1,1.198104
4,436,68,5,1,1,3,4,99,1,4,2,99,99,99,99,9,10,9,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,7,8,8,6,8,7,8,8,7,7,8,4,8,1,.949598
1,247,71,5,1,1,99,99,99,1,4,3,1,2,99,99,8,8,7,1,2,1,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,7,8,6,7,8,8,8,7,7,9,1,7,1,.926989
1,247,54,6,1,2,4,99,99,1,3,4,99,99,99,99,10,10,10,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,10,98,5,8,8,8,8,5,5,8,4,5,1,.965734
1,231,58,6,1,1,99,99,99,1,4,1,99,99,99,99,8,8,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,8,7,7,7,7,7,7,7,7,7,2,7,1,.965734
6,830,998,9,1,97,99,99,99,1,96,99,99,99,99,99,1,0,1,97,99,98,99,99,3,99,99,99,99,1,2,2,99,99,999,2,98,98,98,98,98,98,98,98,98,98,5,98,4,2,.795416
1,248,83,4,1,2,3,4,99,1,1,3,4,99,99,99,7,9,9,1,2,1,2,3,3,99,99,99,99,1,2,1,1,99,2,1,2,4,2,1,7,5,5,6,5,1,8,1,7,1,.984658
6,804,998,8,1,97,99,99,99,1,1,4,99,99,99,99,6,7,6,1,2,97,99,99,3,99,99,99,99,1,98,2,99,99,999,2,7,7,7,7,7,7,7,7,7,7,7,4,7,1,.746611
1,247,41,9,1,97,99,99,99,1,4,1,99,99,99,99,0,0,0,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,2,98,98,98,98,98,98,98,98,98,98,4,5,1,.694121
5,730,54,6,1,1,99,99,99,1,4,2,3,99,99,99,3,8,7,2,99,97,99,99,3,99,99,99,99,1,98,2,99,99,999,2,5,8,8,6,7,7,8,7,7,7,8,2,7,2,1.045913
8,304,73,5,1,97,99,99,99,1,1,2,3,4,5,99,8,8,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,7,8,8,6,8,8,8,8,8,8,8,4,7,2,.920515
9,362,74,4,1,1,2,4,99,1,4,2,3,96,99,99,10,10,10,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,9,10,10,10,10,10,10,9,10,10,10,2,8,2,1.266629
1,220,66,5,1,97,99,99,99,1,4,99,99,99,99,99,6,6,6,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,5,6,7,7,6,6,4,8,5,4,6,4,7,2,.985754
13,612,57,6,1,97,99,99,99,1,4,99,99,99,99,99,98,98,98,1,2,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,8,98,98,98,10,98,98,8,10,98,5,4,4,1,1.041032
2,100,69,5,1,4,99,99,99,1,4,2,99,99,99,99,9,10,10,1,2,1,3,99,3,99,99,99,99,1,1,2,99,99,999,2,5,8,8,7,9,9,6,8,7,6,7,4,7,2,1.029479
2,106,66,5,1,97,99,99,99,1,1,2,4,3,99,99,7,7,7,1,2,1,99,99,3,5,99,99,99,1,1,2,99,99,999,2,0,5,8,8,10,8,10,8,8,6,10,4,7,1,1.048005
4,408,80,4,1,97,99,99,99,1,4,3,2,99,99,99,10,10,9,2,99,2,3,99,3,99,99,99,99,1,1,2,99,99,999,2,0,10,6,7,9,7,7,7,6,6,6,4,8,2,.990833
18,205,64,5,1,97,99,99,99,1,4,3,1,2,99,99,9,6,8,2,99,3,99,99,3,99,99,99,99,1,1,2,99,99,999,2,5,7,7,7,6,6,5,5,5,4,5,4,6,1,1.14163
13,611,58,6,1,1,99,99,99,1,4,1,2,3,99,99,8,9,9,1,2,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,9,8,8,9,9,8,8,9,9,8,9,4,5,2,1.022606
5,702,78,4,1,1,4,99,99,1,4,3,1,2,99,99,6,9,8,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,8,9,7,9,9,9,9,9,8,9,7,4,8,1,1.085554
2,115,51,7,1,3,99,99,99,1,3,4,5,99,99,99,2,6,8,1,2,1,3,99,3,99,99,99,99,1,2,2,99,99,999,2,5,5,8,7,7,8,8,9,7,6,8,4,5,2,.707866
6,813,80,4,1,1,2,3,4,1,4,3,99,99,99,99,8,7,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,7,8,7,6,6,6,5,7,6,5,7,4,7,1,1.061451
14,900,63,6,1,1,99,99,99,1,4,99,99,99,99,99,3,7,10,1,99,1,99,99,3,5,99,99,99,1,2,2,99,99,999,1,10,10,10,10,10,10,10,10,10,10,10,3,5,2,.95418
3,320,36,10,1,97,99,99,99,1,4,99,99,99,99,99,9,5,8,2,99,3,99,99,3,99,99,99,99,1,2,2,99,99,999,2,6,5,8,8,10,10,8,8,10,8,10,4,3,1,.891431
2,106,86,3,1,97,99,99,99,1,1,4,99,99,99,99,8,7,8,1,2,2,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,7,5,5,6,7,6,7,7,8,8,4,7,1,1.253084
1,231,69,5,1,1,2,4,99,1,4,96,2,3,99,99,10,10,8,1,2,1,2,3,3,99,99,99,99,1,1,2,99,99,999,2,5,7,8,5,9,8,7,8,6,7,3,2,7,1,.926989
1,236,67,5,1,4,99,99,99,1,4,1,99,99,99,99,8,8,8,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,8,8,8,8,8,8,8,8,8,8,8,4,7,1,.926989
3,330,72,5,2,99,99,99,99,1,4,99,99,99,99,99,5,6,6,1,2,1,2,3,3,99,99,99,99,1,2,2,99,99,999,2,2,2,2,2,2,5,2,2,2,2,2,4,7,1,1.03665
4,411,87,3,1,3,4,99,99,1,4,2,3,99,99,99,10,10,10,1,99,98,99,99,3,99,99,99,99,1,1,2,99,99,999,2,2,3,4,1,8,2,5,1,2,2,8,4,8,1,1.228781
14,900,72,5,1,1,3,4,99,1,4,5,99,99,99,99,8,8,7,2,99,2,3,99,3,99,99,99,99,1,2,2,99,99,999,2,8,9,10,8,10,10,9,10,10,9,9,2,6,2,.991331
3,324,57,6,1,4,99,99,99,1,4,2,99,99,99,99,5,7,7,2,99,97,99,99,3,99,99,99,99,1,2,2,99,99,999,2,5,7,6,8,7,8,7,8,7,6,8,4,5,2,.980176
19,316,52,7,1,97,99,99,99,1,4,99,99,99,99,99,10,8,2,97,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,0,10,0,2,0,1,1,5,2,0,0,4,4,1,.642727
10,516,55,6,1,97,99,99,99,1,4,1,99,99,99,99,7,7,6,2,99,97,99,99,3,99,99,99,99,1,1,2,99,99,999,2,2,2,5,5,4,7,7,8,8,8,7,4,7,1,1.025096
18,202,998,5,1,97,99,99,99,1,4,2,99,99,99,99,7,8,8,1,2,1,99,99,5,99,99,99,99,1,2,2,99,99,999,2,7,7,8,8,7,8,7,9,9,7,9,4,7,1,1.14163
4,411,98,2,1,2,4,99,99,1,4,99,99,99,99,99,5,5,6,1,2,1,2,3,5,99,99,99,99,1,2,2,99,99,999,2,9,9,9,9,9,9,9,9,9,9,9,2,5,2,1.308263
2,111,30,10,1,97,99,99,99,1,4,99,99,99,99,99,98,98,98,97,99,97,99,99,5,99,99,99,99,1,2,2,99,99,999,2,98,98,10,10,10,10,10,10,10,98,5,4,5,1,.901292
3,328,72,5,1,1,99,99,99,1,4,99,99,99,99,99,8,8,7,97,99,97,99,99,97,99,99,99,99,1,1,2,99,99,999,2,2,7,1,2,2,2,3,4,5,4,1,4,5,1,1.03665
3,320,41,9,1,97,99,99,99,1,4,99,99,99,99,99,0,0,0,97,99,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,98,98,0,98,98,10,98,10,98,10,10,4,5,2,.825097
8,302,98,2,1,4,99,99,99,1,4,2,96,99,99,99,7,8,7,2,99,2,3,99,97,99,99,99,99,1,2,2,99,99,999,2,8,9,8,7,8,8,8,9,8,8,8,2,4,2,1.192825
14,946,94,2,1,97,99,99,99,1,4,2,99,99,99,99,9,7,10,1,2,1,3,99,97,99,99,99,99,1,2,2,99,99,999,2,9,9,9,10,10,9,10,9,10,10,10,4,7,1,1.307765
6,807,58,6,1,4,99,99,99,1,4,5,1,2,3,99,9,10,9,1,2,1,2,3,97,99,99,99,99,1,1,2,99,99,999,2,9,9,8,6,9,9,9,9,6,9,9,4,8,2,1.022706
18,206,71,5,1,4,99,99,99,1,4,99,99,99,99,99,8,9,9,1,2,1,3,99,97,99,99,99,99,1,2,2,99,99,999,2,5,7,8,7,7,8,8,9,8,8,7,2,6,2,1.121411
18,205,83,4,1,1,2,3,4,1,2,3,4,5,99,99,8,8,8,1,2,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,9,9,8,98,7,5,8,8,5,5,10,4,6,2,1.100494
5,710,69,5,1,97,99,99,99,1,4,99,99,99,99,99,5,5,6,97,99,3,99,99,97,99,99,99,99,1,2,2,99,99,999,2,8,8,7,9,9,9,8,9,9,8,9,4,7,2,1.086749
1,241,74,4,1,1,3,4,99,1,4,2,1,99,99,99,8,8,9,1,2,1,2,99,97,99,99,99,99,1,1,2,99,99,999,2,8,10,9,10,10,10,9,10,9,8,8,4,7,2,1.04671
7,266,87,3,1,1,2,4,99,1,4,1,99,99,99,99,9,8,10,1,2,1,2,3,97,99,99,99,99,1,1,1,2,99,30,2,7,9,9,4,10,5,8,7,8,8,10,4,8,1,1.310055
2,106,79,4,1,4,99,99,99,1,4,3,99,99,99,99,7,7,8,1,2,1,2,3,97,99,99,99,99,1,2,2,99,99,999,2,8,8,7,7,6,6,6,7,7,8,7,1,7,1,1.113044
4,408,40,9,1,97,99,99,99,1,4,99,99,99,99,99,1,6,7,1,2,97,99,99,97,99,99,99,99,1,1,2,99,99,999,2,8,6,5,8,9,8,6,8,7,8,8,4,5,1,.76932
3,338,40,9,98,99,99,99,99,1,4,99,99,99,99,99,5,3,3,2,99,98,99,99,97,99,99,99,99,98,98,2,99,99,999,98,98,5,98,5,5,1,98,1,98,98,3,4,3,2,.825097
5,702,49,7,1,2,99,99,99,1,4,99,99,99,99,99,2,5,4,97,99,97,99,99,97,99,99,99,99,1,1,2,99,99,999,2,4,4,5,4,4,6,6,6,6,6,6,2,5,1,.823005
1,248,94,2,1,2,3,4,99,1,4,3,99,99,99,99,8,8,9,2,99,2,3,99,97,99,99,99,99,1,2,2,99,99,999,2,5,10,8,8,8,6,8,5,8,5,8,4,5,2,1.277287
6,813,75,4,1,3,4,99,99,1,4,3,2,96,99,99,10,10,7,1,2,1,2,3,97,99,99,99,99,1,1,2,99,99,999,2,7,8,6,6,8,6,8,7,5,8,9,2,8,1,1.061451
2,100,51,7,1,97,99,99,99,1,4,1,99,99,99,99,10,10,8,1,99,1,3,99,97,99,99,99,99,1,2,2,99,99,999,2,98,0,98,0,0,98,5,8,6,98,98,4,6,1,.779778
2,112,998,5,1,1,4,99,99,1,1,4,99,99,99,99,7,9,8,1,2,1,3,99,97,99,99,99,99,1,1,2,99,99,999,2,6,8,7,8,8,7,6,7,7,7,6,4,7,2,1.029479
4,411,998,7,1,97,99,99,99,1,1,4,99,99,99,99,2,8,7,1,2,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,8,8,8,7,8,9,8,8,7,6,8,4,5,2,.694022
9,356,52,7,1,3,4,99,99,1,4,1,2,99,99,99,10,10,10,1,2,1,3,99,97,99,99,99,99,1,2,2,99,99,999,2,5,10,10,8,10,8,9,9,8,10,8,4,8,2,.887148
2,114,57,6,1,97,99,99,99,1,1,99,99,99,99,99,0,8,5,2,99,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,5,8,98,8,8,8,8,10,8,7,8,4,5,2,.990933
6,832,86,3,1,97,99,99,99,1,4,99,99,99,99,99,1,1,0,97,99,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,5,1,5,1,1,1,1,1,1,1,0,4,7,1,1.399697
16,974,60,6,1,97,99,99,99,1,4,99,99,99,99,99,5,7,9,1,2,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,10,10,9,9,10,98,8,10,10,8,10,4,5,2,1.237745
3,337,71,5,1,1,2,3,4,1,4,3,99,99,99,99,8,6,6,2,99,2,99,99,97,99,99,99,99,1,1,2,99,99,999,2,6,8,7,7,7,6,6,6,6,6,6,4,7,2,1.102188
2,110,36,10,1,97,99,99,99,1,4,99,99,99,99,99,7,7,7,2,99,97,99,99,97,99,99,99,99,1,1,2,99,99,999,2,98,98,98,8,8,8,98,98,7,98,8,4,5,1,.901292
5,701,56,6,1,1,4,99,99,1,4,3,1,2,99,99,9,10,10,1,2,2,99,99,97,99,99,99,99,1,98,2,99,99,999,2,0,3,6,98,0,8,7,6,7,6,98,1,5,2,.966331
1,221,58,6,1,2,99,99,99,1,4,99,99,99,99,99,1,5,5,97,99,3,99,99,97,99,99,99,99,1,2,2,99,99,999,2,5,5,3,5,5,6,6,7,6,6,7,4,7,2,.948702
1,234,50,7,1,97,99,99,99,1,1,2,3,4,5,99,10,10,10,1,2,1,2,3,97,99,99,99,99,2,2,2,99,99,999,2,0,5,5,98,8,98,98,98,98,5,7,4,5,2,.733265
16,976,32,10,2,99,99,99,99,1,4,99,99,99,99,99,98,98,98,97,99,97,99,99,97,99,99,99,99,98,2,2,99,99,999,2,98,98,98,98,98,98,98,98,98,98,98,4,4,2,1.105674
3,320,65,5,1,1,3,4,99,1,4,2,99,99,99,99,9,5,9,1,2,1,2,99,97,99,99,99,99,1,1,2,99,99,999,2,5,5,5,0,0,1,1,5,0,1,1,4,7,1,1.03665
6,804,59,6,1,97,99,99,99,1,4,99,99,99,99,99,0,8,5,2,99,97,99,99,97,99,99,99,99,1,1,2,99,99,999,2,5,8,5,4,4,4,4,5,4,6,5,2,5,2,1.022706
12,638,57,6,1,1,99,99,99,1,4,99,99,99,99,99,4,8,6,1,2,1,99,99,97,99,99,99,99,1,2,2,99,99,999,2,7,7,7,7,8,7,7,6,8,8,8,2,6,2,.897009
6,806,69,5,1,4,99,99,99,1,4,99,99,99,99,99,6,8,8,1,2,2,99,99,97,99,99,99,99,1,1,2,99,99,999,2,6,7,7,7,7,7,7,8,7,7,8,4,6,2,1.062546
1,242,83,4,1,2,99,99,99,1,4,99,99,99,99,99,10,10,10,2,99,3,99,99,97,99,99,99,99,1,2,2,99,99,999,2,5,10,10,5,10,1,5,3,1,10,1,4,7,2,.967128
6,813,70,5,1,97,99,99,99,1,4,1,99,99,99,99,8,8,8,2,99,2,99,99,97,99,99,99,99,1,1,2,99,99,999,2,8,8,8,8,8,8,8,8,8,8,8,4,7,2,1.062546
6,807,70,5,1,97,99,99,99,1,4,2,99,99,99,99,6,7,8,1,2,1,2,99,97,99,99,99,99,1,2,2,99,99,999,2,8,7,7,5,8,8,7,8,6,7,7,4,7,1,.999299
4,408,90,3,1,2,4,99,99,1,3,4,99,99,99,99,9,7,8,1,2,97,99,99,97,99,99,99,99,1,1,2,99,99,999,2,7,6,6,6,7,7,7,7,6,8,8,4,7,2,1.30647
10,507,90,3,1,97,99,99,99,1,4,1,2,99,99,99,7,7,7,1,2,1,2,3,97,99,99,99,99,1,1,2,99,99,999,2,7,7,7,7,8,5,7,98,98,98,7,4,6,2,1.465234
13,612,94,2,1,97,99,99,99,1,2,3,4,99,99,99,7,6,6,1,2,2,3,99,97,99,99,99,99,1,1,2,99,99,999,2,8,8,8,7,8,7,7,8,8,7,8,4,7,2,1.376689
6,807,70,5,1,97,99,99,99,1,4,99,99,99,99,99,8,7,7,1,2,1,99,99,97,99,99,99,99,1,1,2,99,99,999,2,6,6,6,5,5,7,98,7,6,7,8,4,5,2,1.062546
3,334,96,2,1,4,99,99,99,1,4,2,99,99,99,99,10,8,7,2,99,3,99,99,97,99,99,99,99,1,1,2,99,99,999,2,6,5,6,8,9,8,7,6,8,7,9,4,5,1,1.45388
1,242,75,4,1,97,99,99,99,1,1,3,4,99,99,99,9,9,9,1,2,1,3,99,97,99,99,99,99,1,1,2,99,99,999,2,8,8,8,6,8,0,5,6,7,6,8,4,8,1,1.065634
4,428,81,4,1,4,99,99,99,1,4,1,99,99,99,99,7,8,7,1,2,1,99,99,97,99,99,99,99,1,2,2,99,99,999,2,7,8,8,8,9,7,8,8,8,7,8,4,8,2,1.072307
7,265,50,7,2,99,99,99,99,1,4,99,99,99,99,99,2,98,3,2,99,98,99,99,97,99,99,99,99,2,2,2,99,99,999,2,98,98,98,98,7,98,98,98,5,98,98,4,6,1,.815236
2,114,30,10,1,97,99,99,99,1,4,99,99,99,99,99,3,3,3,97,99,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,3,98,3,0,5,2,3,98,3,1,3,4,4,1,.901292
14,907,96,2,1,4,99,99,99,1,4,2,99,99,99,99,7,7,8,2,99,2,3,99,97,99,99,99,99,1,1,2,99,99,999,2,8,7,8,7,8,8,7,8,8,8,9,4,5,1,1.307765
1,231,49,7,1,97,99,99,99,1,2,4,99,99,99,99,8,8,9,1,2,2,99,99,97,99,99,99,99,98,2,2,99,99,999,2,98,9,7,8,9,7,8,7,7,98,8,4,8,1,.746412
19,318,63,6,1,4,99,99,99,1,1,2,4,99,99,99,7,7,6,1,2,1,2,3,97,99,99,99,99,1,2,2,99,99,999,2,6,7,7,7,7,6,6,6,6,6,6,2,5,1,.899897
3,338,998,6,1,3,99,99,99,1,2,4,99,99,99,99,8,8,8,1,2,1,3,99,97,99,99,99,99,2,2,2,99,99,999,2,98,98,98,98,98,98,98,98,98,98,98,4,6,2,1.060953
3,330,56,6,1,3,99,99,99,1,4,2,3,5,99,99,10,8,8,2,99,3,99,99,97,99,99,99,99,98,1,2,99,99,999,2,8,98,98,98,8,8,8,9,98,8,8,4,6,1,1.079977
2,106,62,6,1,97,99,99,99,1,4,99,99,99,99,99,5,6,5,2,99,2,3,99,97,99,99,99,99,1,2,2,99,99,999,2,7,8,6,6,7,6,7,7,6,98,7,4,5,2,.990933
10,514,53,7,1,97,99,99,99,1,4,99,99,99,99,99,0,5,5,1,99,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,5,5,5,7,5,8,8,9,6,5,5,4,3,2,.842427
14,900,44,8,1,97,99,99,99,1,1,4,99,99,99,99,9,10,9,1,99,3,99,99,97,99,99,99,99,1,1,2,99,99,999,2,10,10,10,10,10,10,10,7,10,10,10,4,8,1,.696512
6,806,56,6,1,97,99,99,99,1,4,99,99,99,99,99,0,5,5,2,99,2,3,99,97,99,99,99,99,1,2,2,99,99,999,2,5,5,5,5,5,5,5,5,10,5,5,4,5,1,1.041132
5,709,59,6,1,97,99,99,99,1,4,1,2,99,99,99,8,8,7,1,2,1,2,3,97,99,99,99,99,1,1,2,99,99,999,2,5,7,6,6,8,8,8,8,8,6,8,4,5,2,1.045913
3,337,50,7,1,97,99,99,99,1,4,99,99,99,99,99,98,98,1,97,99,97,99,99,97,99,99,99,99,1,2,2,99,99,999,2,98,98,10,98,10,8,10,10,10,8,10,4,5,2,.819918
12,655,65,5,1,2,99,99,99,1,4,99,99,99,99,99,0,6,6,1,2,3,99,99,97,99,99,99,99,1,2,2,99,99,999,2,8,98,8,8,9,9,9,8,2,6,8,2,5,1,1.026789
2,106,56,6,1,4,99,99,99,1,4,99,99,99,99,99,3,4,8,2,99,3,99,99,97,99,99,99,99,1,1,2,99,99,999,2,5,8,3,5,3,4,3,3,2,7,5,2,7,2,.990933
